Index,Fuel Type Code,Street Address,State,Latitude,Longitude
0,CNG,2951 Chestnut St,AL,32.367916,-86.267021
1,CNG,2424 Piedmont Rd NE,GA,33.821911,-84.367461
2,CNG,270 Marvin Miller Dr,GA,33.760256,-84.543822
3,CNG,2100 S Waldron Rd,AR,35.362213,-94.375338
4,CNG,1000 Cottage St Ext,MA,42.37470555,-71.02654861
5,CNG,16 Rover St,MA,42.393167,-71.064352
6,CNG,287 Maspeth Ave,NY,40.718037,-73.932309
7,CNG,8424 Ditmas Ave,NY,40.64554,-73.918344
8,CNG,281 11th Ave,NY,40.752903,-74.005831
9,CNG,700 E 16th St,NY,40.729175,-73.97331
10,CNG,1615 Bronxdale Ave,NY,40.8441883,-73.8615724
11,CNG,178 Theodore Fremd Ave,NY,40.979001,-73.693048
12,CNG,124-15 31st Ave,NY,40.769623,-73.843069
13,CNG,111 W Raymond St,IN,39.736169,-86.161743
14,CNG,1301 W 24th St,WY,41.135848,-104.830233
15,CNG,131 Brainard Rd,CT,41.736894,-72.660257
16,CNG,8968 S Choctaw Dr,LA,30.471166,-91.087975
17,CNG,2931 Rufina St,NM,35.65758,-105.993406
18,CNG,11401 W 89th St,KS,38.966292,-94.715917
19,CNG,555 S Cole Rd,ID,43.599179,-116.276042
20,CNG,12584 W Tyhee Rd,ID,42.949867,-112.468069
21,CNG,1527 Hollipark Dr,ID,43.509729,-112.007445
22,CNG,2921 Caldwell Blvd,ID,43.615117,-116.618458
23,CNG,4701 Northrup St,ID,43.559171,-116.241498
24,CNG,200 E 1st Ave,KS,39.058754,-95.667854
25,CNG,1650 Islip Ave,NY,40.785664,-73.219818
26,CNG,175 E Old Country Rd,NY,40.766799,-73.509603
27,CNG,128 N Briery Rd,TX,32.817883,-96.988716
28,CNG,801 S Riverfront Blvd,TX,32.76662,-96.807086
29,CNG,3526 Security St,TX,32.89683,-96.68401
30,CNG,8370 S 4300 W,UT,40.599413,-111.993532
31,CNG,1150 W 200 S,UT,40.764976,-111.922291
32,CNG,1050 W 200 N,UT,41.734633,-111.861488
33,CNG,850 S Carbon Ave,UT,39.586805,-110.813433
34,CNG,1375 N Main St,UT,38.786621,-112.084147
35,CNG,2828 Dauphin St,AL,30.689832,-88.108861
36,CNG,501 W 61st St,MN,44.891455,-93.285766
37,CNG,2615 S 64th Ave,NE,41.235148,-96.011954
38,CNG,3103 N Industrial Way,CO,39.407087,-104.872002
39,CNG,27700 E 78th Ave,CO,39.83765605,-104.6805
40,CNG,1125 Broadway,NY,42.667569,-73.739345
41,CNG,12120 NE Inverness Dr,OR,45.562809,-122.537882
42,CNG,9222 SE Knapp St,OR,45.46966,-122.567129
43,CNG,3123 Broadway St NE,OR,44.971345,-123.029369
44,CNG,1100 Airport Rd SE,OR,44.9224565,-123.003936
45,CNG,621 N Pennsylvania Ave,OK,35.473122,-97.551807
46,CNG,901 S Portland Ave,OK,35.455709,-97.585311
47,CNG,4901 N Santa Fe Ave,OK,35.520864,-97.51313
48,CNG,412 SE 59th St,OK,35.406042,-97.503367
49,CNG,1995 Veterans Blvd,OK,34.185103,-97.107574
50,CNG,421 S Garland Rd,OK,36.393246,-97.942055
51,CNG,410 W 55th St,OK,36.084708,-96.13021
52,CNG,Mile 178 Turner Turnpike,OK,35.751753,-96.689896
53,CNG,5848 E 15th St,OK,36.13876,-95.911286
54,CNG,1815 N 77th E Ave,OK,36.180333,-95.890286
55,CNG,1012 W 36th Pl,OK,36.110572,-96.003683
56,CNG,2616 Border Ave,OK,35.740689,-95.396141
57,CNG,2205 N Ash St,OK,36.730008,-97.093765
58,CNG,1444 N Kickapoo St,OK,35.346744,-96.930096
59,CNG,680 Ridge Pike,PA,40.080572,-75.252389
60,CNG,788 Taylorville Rd,CA,39.20062,-121.062126
61,CNG,4500 Norris Canyon Rd,CA,37.773172,-121.968239
62,CNG,615 7th Ave,CA,36.969267,-121.999295
63,CNG,4101 Wible Rd,CA,35.317617,-119.039048
64,CNG,3754 E California Ave,CA,36.72136,-119.761165
65,CNG,390 E Alisal St,CA,36.67217,-121.641106
66,CNG,275 Industrial Way,CA,37.51689165,-122.2624653
67,CNG,536 Treat Ave,CA,37.761127,-122.41383
68,CNG,1030 Detroit Ave,CA,37.956072,-122.028697
69,CNG,24300 Clawiter Rd,CA,37.642339,-122.117821
70,CNG,1100 S 27th St,CA,37.916909,-122.344036
71,CNG,1220 Andersen Dr,CA,37.951236,-122.499682
72,CNG,10900 N Blaney Ave,CA,37.335646,-122.021398
73,CNG,308 Stockton Ave,CA,37.335663,-121.907088
74,CNG,4040 West Ln,CA,37.990624,-121.283787
75,CNG,3965 Occidental Rd,CA,38.428592,-122.766929
76,CNG,333 Sacramento St,CA,38.888863,-121.074465
77,CNG,1415 2nd St,CA,38.545155,-121.731878
78,CNG,1400 29th St,CA,38.568857,-121.470192
79,CNG,5555 Florin-Perkins Rd,CA,38.526817,-121.3904188
80,CNG,1471 Ferry St,CA,40.443169,-122.306738
81,CNG,5162 Munson Hwy,FL,30.633284,-87.041286
82,CNG,600 W Robinson St,FL,28.545239,-81.38651
83,CNG,15779 W Dixie Hwy,FL,25.920799,-80.15665
84,CNG,100 Woodruff Industrial Ln,SC,34.829494,-82.310005
85,CNG,2712 Discovery Dr,NC,35.860856,-78.594331
86,CNG,84 E J St,CA,32.631042,-117.057953
87,CNG,3650 Main St,CA,32.59578,-117.054443
88,CNG,602 Cannon Rd,CA,33.13411446,-117.3323437
89,CNG,305 Via Del Norte,CA,33.212501,-117.352552
90,CNG,13626 Twin Peaks Rd,CA,32.978339,-117.034924
91,CNG,6875 Consolidated Way,CA,32.876295,-117.166362
92,CNG,5488 Overland Ave,CA,32.833537,-117.132811
93,CNG,4630 Ruffner St,CA,32.824786,-117.157551
94,CNG,17700 Indian Ave,CA,33.862772,-117.234706
95,CNG,742 N Mission Rd,CA,34.056631,-118.220154
96,CNG,1701 Stewart St,CA,34.030601,-118.465876
97,CNG,2800 Workman Mill Rd,CA,34.025657,-118.031019
98,CNG,8101 S Rosemead Blvd,CA,33.968221,-118.109093
99,CNG,755 W Capitol Dr,CA,33.758315,-118.293979
100,CNG,11900 Branford St,CA,34.256511,-118.391859
101,CNG,16645 Saticoy St,CA,34.209219,-118.496403
102,CNG,534 N Barranca Ave,CA,34.091688,-117.87986
103,CNG,7711 Canoga Ave,CA,34.23701978,-118.5977594
104,CNG,32-505 Harry Oliver Trail,CA,33.812361,-116.395444
105,CNG,3077 Cottage St,CA,33.971694,-117.371722
106,CNG,12698 Industry St,CA,33.778966,-118.007908
107,CNG,6427 Oak Canyon,CA,33.676026,-117.764558
108,CNG,1650 Patton Ct,CA,34.191405,-119.161215
109,CNG,75 Prado Rd,CA,35.254197,-120.670939
111,CNG,3045 S 22nd Ave,AZ,33.41957,-112.105877
112,CNG,9191 E San Salvador Dr,AZ,33.569437,-111.882019
113,CNG,3401 E Gas Rd,AZ,32.167149,-110.919046
114,CNG,4004 S Park Ave,AZ,32.175788,-110.9574
115,CNG,3333 Losee Rd,NV,36.220567,-115.125553
116,CNG,1184 Lance Rd,VA,36.864044,-76.217318
117,CNG,746 Diligence Dr,VA,37.083023,-76.463112
118,CNG,16624 Crabbs Branch Way,MD,39.132781,-77.172278
119,CNG,5702 State Route 270,WA,46.72815,-117.105
120,CNG,1411 E Mission Ave,WA,47.671791,-117.389731
121,CNG,1330 Fair St,WA,46.421726,-117.060257
122,CNG,1130 Tupelo St,TN,35.166531,-89.972823
123,CNG,450 W Griffith St,CA,33.859921,-118.281006
124,CNG,10400 Aviation Blvd,CA,33.941383,-118.377866
125,CNG,700 Commercial Ave,NY,40.72954,-73.6075
126,CNG,17000 Crabbs Branch Way,MD,39.12915713,-77.16913058
127,CNG,2018 S Wood Dr,OK,35.602719,-95.962047
128,CNG,12641 N 39th Ave,AZ,33.6013089,-112.1419547
129,CNG,1600 Perry Blvd NW,GA,33.789934,-84.441488
130,CNG,11239 Midway,CA,39.710548,-121.812671
131,CNG,158 Peabody Rd,CA,38.3509,-121.977342
132,CNG,800 Garrod Dr,CA,38.53261231,-121.7597962
133,CNG,83-255 Highway 111,CA,33.714919,-116.211564
134,CNG,9240 E Firestone Blvd,CA,33.932994,-118.119479
135,CNG,1919 S State College Blvd,CA,33.801121,-117.889388
136,CNG,1700 W 5th St,CA,34.108647,-117.325532
137,CNG,1471 E Elm St,CA,33.899899,-118.207088
138,CNG,3401 Watkins Dr,CA,33.979964,-117.321031
139,CNG,1440 S Cucamonga St,CA,34.047068,-117.634077
140,CNG,3400 E Tahquitz Canyon Way,CA,33.823151,-116.508135
141,CNG,900 S New Ave,CA,34.082264,-118.108702
142,CNG,2270 Trumble Rd,CA,33.760846,-117.185047
143,CNG,Del Valle Blvd,CA,34.2019,-116.045
144,E85,302 Superior St,NE,40.856204,-96.717819
145,E85,M St & Centennial Mall S,NE,40.811394,-96.699689
146,E85,3305 Old Potash Hwy,NE,40.91701,-98.379743
147,E85,220 10th St NW,SD,44.904113,-97.130798
148,E85,45316 Highway 34,SD,44.00769,-97.146785
149,E85,5001 S 14th St,NE,40.762848,-96.701622
150,E85,4305 W Mount Pleasant St,IA,40.825493,-91.208355
151,E85,3714 W Truman Blvd,MO,38.588189,-92.255887
152,E85,4200 N I-90 Service Rd,SD,44.103769,-103.14969
153,ELEC,11797 Truesdale St,CA,34.24831915,-118.3879714
154,ELEC,1394 S Sepulveda Blvd,CA,34.052542,-118.448504
155,ELEC,1201 S Figueroa St,CA,34.040539,-118.271387
156,ELEC,111 N Hope St,CA,34.059133,-118.248589
157,ELEC,6801 E 2nd St,CA,33.759802,-118.096665
158,ELEC,161 N Island Ave,CA,33.770508,-118.265628
159,ELEC,13201 Sepulveda Blvd,CA,34.30309,-118.480505
160,ELEC,1630 N Main St,CA,34.066801,-118.227605
161,ELEC,2311 S Fairfax Ave,CA,34.036777,-118.368841
162,ELEC,9530 Telstar Ave,CA,34.06872,-118.064
163,ELEC,1212 Palmetto St,CA,34.039736,-118.236065
164,LNG,2225 W Lower Buckeye Rd,AZ,33.42027,-112.106234
165,LNG,7350 World Way W,CA,33.941974,-118.420055
166,E85,1271 N River Dr,MN,44.18791,-94.012676
167,ELEC,10666 N Torrey Pines Rd,CA,32.89947,-117.243
168,ELEC,15421 Roscoe Blvd,CA,34.221665,-118.468371
169,ELEC,1299 Galleria at Tyler,CA,33.909914,-117.459053
170,ELEC,150 E Holly St,CA,34.14762,-118.147111
171,ELEC,45 De Lacey Ave,CA,34.145138,-118.152655
172,ELEC,33 E Green St,CA,34.145119,-118.150133
173,ELEC,606 Fair Oaks Ave,CA,34.118433,-118.149597
174,CNG,4020 W Glenrosa Ave,AZ,33.49857,-112.145787
175,CNG,11827 S 11th Ave,CA,36.301205,-119.654857
176,CNG,1735 S Turner Ave,CA,34.042311,-117.584572
177,CNG,3989 S K St,CA,36.169487,-119.338155
178,CNG,27651 E 81st Ave,CO,39.843538,-104.7096952
179,CNG,20605 NW Cornell Rd,OR,45.538064,-122.887453
180,E85,4120 Highway 52 N,MN,44.066369,-92.503307
181,CNG,2421 S 1st Pl,OK,36.023112,-95.786303
182,E85,1221 Washington Ave S,MN,44.974073,-93.251026
183,CNG,157 N Main St,CT,41.527246,-72.064419
184,ELEC,200 S Pine Ave,CA,33.7637,-118.192
185,ELEC,1 World Way,CA,33.94325,-118.403342
186,ELEC,9301 Tampa Ave,CA,34.241116,-118.556708
187,ELEC,700 N Haven Ave,CA,34.07122,-117.575
188,ELEC,600 E Esplanade Dr,CA,34.228315,-119.170865
189,ELEC,400 E Tahquitz Canyon Way,CA,33.824004,-116.543589
190,ELEC,4340 Rosewood Dr,CA,37.700187,-121.876172
191,ELEC,5425 Wilson St,CA,34.0189,-117.38
192,ELEC,Lindbergh Dr,CA,38.69005,-121.58889
193,ELEC,3223 Donald Douglas Loop,CA,34.017081,-118.44704
194,ELEC,200 Santa Monica Pier,CA,34.010021,-118.49583
195,ELEC,14006 Riverside Dr,CA,34.156839,-118.434454
196,ELEC,333 Universal Terrace Pkwy,CA,34.138717,-118.35904
197,ELEC,7724 Van Nuys Blvd,CA,34.211366,-118.448346
198,ELEC,7075 Firestone Blvd,CA,33.94756,-118.153806
199,ELEC,555 N Point St,CA,37.80619,-122.4152
200,ELEC,1689 Arden Way,CA,38.599693,-121.427045
201,CNG,2005 S Cockrell Hill Rd,TX,32.723948,-96.893853
202,CNG,605 N Berry Rd,OK,35.225601,-97.458827
203,CNG,1701 W Airline Rd,OK,34.707522,-97.242035
204,CNG,1028 N Preston,OK,35.7140876,-96.7681766
205,CNG,410 S Hawthorne St,OK,35.993424,-96.127984
206,CNG,523 W Evergreen St,OK,33.992864,-96.381442
207,CNG,315 E Montgomery Ave,PA,40.008558,-75.280726
208,CNG,2225 W Lower Buckeye Rd,AZ,33.42027,-112.106234
209,CNG,14201 McArt Rd,CA,34.508713,-117.332343
210,CNG,11448 F Ave,CA,38.935741,-121.103591
211,CNG,1830 Golden State Ave,CA,35.391836,-119.025602
212,CNG,2467 Waterbird Way,CA,38.001646,-122.072536
213,CNG,2005 Hilltop Cir,CA,38.729924,-121.316844
214,CNG,8421 Gerber Rd,CA,38.481677,-121.39277
215,CNG,10844 Ellis Ave,CA,33.691565,-117.939438
216,CNG,3629 Cypress Ave,CA,34.074496,-118.030858
217,CNG,13200 Mulberry Dr,CA,33.954901,-118.045014
218,CNG,219 N Quarantina St,CA,34.421443,-119.684178
219,CNG,1600 S Apple Ave,CA,36.590599,-119.4258
220,CNG,725 S Lexington St,CA,35.75191,-119.240762
221,CNG,490 W Los Angeles Ave,CA,34.285896,-118.810731
222,CNG,100 16th St,CA,32.705788,-117.149884
223,E85,701 Eastland Dr,MO,38.549973,-92.149117
224,E85,1120 E Divide Ave,ND,46.823993,-100.774849
225,LPG,700 County Highway H,WI,42.660919,-88.522923
226,LPG,5901 N Western St,TX,35.267353,-101.885391
227,LPG,441 Main St,ME,46.842162,-68.009825
228,LPG,33 Rockland Rd,CT,41.082789,-73.429554
229,LPG,24 Lakeside Ave,NJ,40.782618,-74.232109
230,LPG,199 Route 46 W,NJ,40.875277,-74.070034
231,LPG,276 E Broadway,NY,41.651953,-74.672938
232,LPG,70 Katherine St,NY,42.8601082,-78.85922573
233,LPG,8635 State Route 209,PA,40.572305,-76.647804
234,LPG,3941 Federalsburg Hwy,MD,38.71499249,-75.78760697
235,LPG,6901 Iron Bridge Rd,VA,37.419674,-77.501414
236,LPG,1421 S Main St,NC,36.0781916,-80.2401848
237,LPG,710 Patton Ave,NC,36.040371,-79.77377
238,LPG,6109 W Wilkinson Blvd,NC,35.250341,-81.055212
239,LPG,1504 Sunset Ave,NC,34.99191447,-78.3531989
240,LPG,1990 Joe Frank Harris Pkwy NW,GA,34.231469,-84.855059
241,LPG,2635 E Highway 16,GA,33.330208,-84.696877
242,LPG,1475 Old Chattahoochee Ave,GA,33.795583,-84.416951
243,LPG,4319 Mundy Mill Rd,GA,34.25143681,-83.89017841
244,LPG,17460 High Springs Main St,FL,29.81560949,-82.60430327
245,LPG,7709 Alton Ave,FL,30.314705,-81.576634
246,LPG,10606 E Colonial Dr,FL,28.568905,-81.232029
247,LPG,54 Old US Highway 82,AL,31.91202188,-85.15031842
248,LPG,421 Noble St,AL,33.64207942,-85.82846608
249,LPG,702 Memorial Dr,AL,33.921589,-85.620314
250,LPG,915 Lafayette Hwy,AL,33.136025,-85.362562
251,LPG,1662 Old Highway N 431,AL,33.33152793,-85.47636822
252,LPG,3003 Marvyn Pkwy,AL,32.613832,-85.371078
253,LPG,905 Highway 12 W,MS,33.44524,-88.84445
254,LPG,12675 State Highway 28 W,MS,31.730092,-89.428718
255,LPG,404 Northside Dr,MS,32.332444,-89.153519
256,LPG,305 N Archusa Ave,MS,32.044212,-88.728494
257,LPG,102 Mississippi Dr,MS,31.66465234,-88.62882024
258,LPG,3000 25th Ave,MS,30.387011,-89.092705
259,LPG,249 Old Highway 98 E,MS,31.125255,-90.105773
260,LPG,110 Campbell Ln,KY,36.96700673,-86.47675714
261,LPG,10501 Airport Hwy,OH,41.599915,-83.793113
262,LPG,2400 S Main St,OH,41.021243,-81.527391
263,LPG,2006 W Michigan St,OH,40.2880521,-84.1853395
264,LPG,3551 Intercity Dr,OH,39.801785,-84.119562
265,LPG,1750 W Epler Ave,IN,39.68595446,-86.19135127
266,LPG,27795 County Rd 10 W,IN,41.703187,-85.999989
267,LPG,9360 Highway 150,IN,38.370905,-85.982061
268,LPG,2625 S Huron Rd,MI,43.6636158,-83.9491356
269,LPG,914 W Pickard St,MI,43.612859,-84.786743
270,LPG,8512 Howard City Edmore Rd,MI,43.40755,-84.914344
271,LPG,79221 M-51 Hwy,MI,42.08426579,-86.10764249
272,LPG,13443 Northland Dr,MI,43.209511,-85.552336
273,LPG,633 Market Ave,IA,42.18877,-93.600452
274,LPG,603 2nd Ave,IA,43.184578,-95.854432
275,LPG,203 W Oak St,IA,41.016931,-95.233166
276,LPG,4117 Terminal Dr,WI,43.037844,-89.300987
277,LPG,503 S Main St,WI,43.951709,-89.818179
278,LPG,7160 N Raceway Rd,WI,43.45333162,-88.8059429
279,LPG,50 Packer Dr,WI,44.991768,-92.546966
280,LPG,801 Prospect Ave,WI,45.32144921,-92.6848172
281,LPG,212 W 14th St,WI,44.655065,-90.184604
282,LPG,112 S Park St,WI,45.633577,-89.416625
283,LPG,411 Sanborn Ave,WI,46.578846,-90.906851
284,LPG,924 Hammond Ave,WI,45.511284,-91.740166
285,LPG,3900 Washington Ave N,MN,45.026438,-93.283182
286,LPG,1000 Atlantic Ave,MN,45.590137,-95.917661
287,LPG,313 W 4th Ave,SD,45.21913,-96.64383
288,LPG,26 Lakeview Heights,SD,43.79740424,-99.33840507
289,LPG,703 2nd St SW,SD,44.36473,-98.22608
290,LPG,39278 133rd St,SD,45.458986,-98.374825
291,LPG,Highway 212 W,SD,45.007628,-101.245195
292,LPG,151 9th Ave NW,ND,46.923661,-98.015913
293,LPG,1304 Highway 5 W,ND,48.79187311,-97.64301965
294,LPG,800 E Main St,MT,45.672305,-108.761506
295,LPG,303 W Montana Ave,MT,46.397091,-112.735401
296,LPG,714 Roosevelt Hwy,MT,48.509598,-111.864547
297,LPG,200 Highway 2 W,MT,48.363671,-107.878595
298,LPG,202 N Highway 54,IL,40.6144051,-88.1762632
299,LPG,203 SE 5th Ave,IL,41.200666,-90.74496
300,LPG,12804 Old Drive in Road,IL,38.610698,-89.534246
301,LPG,13079 N Shiloh Dr,IL,38.315898,-88.971133
302,LPG,1114 N Marion St,IL,37.738458,-89.215318
303,LPG,504 Maple Leaf St,MO,39.524082,-94.774737
304,LPG,6629 Memorial Hwy,MO,39.7070711,-94.878437
305,LPG,1 E Jackson St,MO,39.793464,-93.543136
306,LPG,211 Highway DD W,MO,38.07116,-91.410484
307,LPG,201 N M St,KS,39.837643,-97.630972
308,LPG,3160 N K-15 Hwy,KS,38.08675126,-97.34512834
309,LPG,514 N 9th St,KS,38.849542,-97.612219
310,LPG,109 Clay St,KS,38.053947,-97.911312
311,LPG,707 N Main St,KS,38.037489,-97.940849
312,LPG,1330 S Kansas Ave,KS,37.019411,-100.919019
313,LPG,642 Route 6,NE,41.0376048,-96.3589001
314,LPG,707 E Pacific St,NE,40.774991,-99.732302
315,LPG,1630 E South St,NE,40.582081,-98.360124
316,LPG,33797 NE 34,NE,40.05967709,-101.5335446
317,LPG,4030 Front St,LA,32.155722,-91.713832
318,LPG,1428 Highway 82 E,AR,33.36331454,-93.533397
319,LPG,1570 Highway 371,AR,33.9523594,-93.871315
320,LPG,2201 Highway 71 S,AR,34.568008,-94.256164
321,LPG,703 Eastline Rd,AR,35.240358,-91.690837
322,LPG,2511 Highway 67 N,AR,36.280519,-90.949528
323,LPG,9005 S Sunnylane Rd,OK,35.376575,-97.441963
324,LPG,20734 US Highway 66,OK,35.421938,-99.288447
325,LPG,3411 S Boomer Rd,OK,36.084812,-97.051949
326,LPG,3130 N 32nd St,OK,35.78670681,-95.40199027
327,LPG,9323 S Central Expy,TX,32.684726,-96.73629
328,LPG,4095 N Main St,TX,33.72109484,-95.54979991
329,LPG,8620 US Highway 59 N,TX,33.095005,-94.226198
330,LPG,20501 FM 2493,TX,32.182469,-95.345249
331,LPG,7870 Highway 79 S,TX,31.702799,-95.719888
332,LPG,608 Highway 199 E,TX,32.961542,-97.677806
333,LPG,12901 South Fwy,TX,32.570292,-97.3177
334,LPG,3074 State Highway 59 N,TX,33.57919392,-97.81640408
335,LPG,1405 W Highway 82,TX,33.642159,-97.16037
336,LPG,372 Highway 77,TX,30.66941419,-96.9802061
337,LPG,305 N Waco Highway 77,TX,32.01637081,-97.13034854
338,LPG,1201 La Salle Ave,TX,31.535157,-97.119669
339,LPG,10548 Highway 206 N,TX,31.85732348,-99.40661207
340,LPG,1004 San Antonio Hwy,TX,30.7398924,-99.2195941
341,LPG,8750 N Highway 87,TX,31.568255,-100.570259
342,LPG,3623 Live Oak St,TX,29.290569,-95.734392
343,LPG,3406 Highway 21 W,TX,30.9287426,-95.95660679
344,LPG,6673 Highway 77,TX,27.995178,-97.544281
345,LPG,1240 Highway 16 S,TX,30.25599,-98.890452
346,LPG,2621 E Main St,TX,29.226503,-99.758699
347,LPG,9619 Fritch Fortress Rd,TX,35.675527,-101.579864
348,LPG,512 State Highway 214,TX,34.232828,-102.721077
349,LPG,550 Industrial Blvd,TX,33.449133,-101.650477
350,LPG,2500 US Highway 277 N,TX,32.774736,-99.89629
351,LPG,8918 Gateway Blvd E,TX,31.722301,-106.308406
352,LPG,790 W 64th Ave,CO,39.81266059,-104.9960955
353,LPG,67302 US Highway 285,CO,39.462523,-105.400158
354,LPG,650 County Rd 5,CO,38.951592,-105.157543
355,LPG,215 Auburn Dr,CO,38.836518,-104.76244
356,LPG,123 E Cranston Ave,CO,38.13086057,-104.0226081
357,LPG,606 N Main St,CO,38.095652,-102.619371
358,LPG,1509 N Highway 135,CO,38.565785,-106.924165
359,LPG,78 S Highway 450,WY,43.846907,-104.268992
360,LPG,401 Enterprise Ave,WY,44.296893,-105.475974
361,LPG,201 Industrial Rd,WY,41.618008,-109.235771
362,LPG,2646 S 500 W,ID,43.684571,-111.111656
363,LPG,520 Main St,ID,45.175768,-113.893493
364,LPG,4230 Hatwai Rd,ID,46.436217,-116.964332
365,LPG,20415 Pinto Rd,ID,43.668526,-116.78119
366,LPG,1020 S Highway 118,UT,38.75449,-112.086348
367,LPG,1281 Highway 66 E,NM,35.094774,-106.272415
368,LPG,4151 Cerrillos Rd,NM,35.638489,-106.018234
369,LPG,1700 N US Highway 180,NM,32.281686,-107.761668
370,LPG,301 E Tatum Hwy,NM,32.965796,-103.344952
371,LPG,6985 US Highway 54 N,NM,32.946921,-105.96894
372,LPG,23891 Bridger Rd,CA,33.615471,-117.7076
373,LPG,12600 Western Ave,CA,33.778977,-118.001197
374,LPG,205 N Ben Maddox Way,CA,36.33042929,-119.2785736
375,LPG,226 N 2nd St,CA,37.475136,-121.131276
376,LPG,1765 Arnold Industrial Way,CA,38.00326,-122.048376
377,LPG,1580 S Main St,CA,39.392957,-123.348474
378,LPG,423 Wilson St,CA,38.236513,-122.629384
379,LPG,526 S Butte St,CA,39.514701,-122.194928
380,LPG,10075 SW Cascade Ave,OR,45.446897,-122.784312
381,LPG,1276 S Burlington Blvd,WA,48.461001,-122.335019
382,LPG,31686 State Route 20,WA,48.291006,-122.657044
383,LPG,410 E Methow Valley Hwy,WA,48.360131,-120.117777
384,LPG,521 S 3rd Ave,WA,46.592964,-120.509003
385,LPG,1617 S Keys Rd,WA,46.579372,-120.458565
386,LPG,940 E Wine Country Rd,WA,46.252991,-119.881263
387,LPG,80 County Rd,MA,41.7571537,-70.9465365
388,LPG,2221 S Horner Blvd,NC,35.461332,-79.147062
389,LPG,4429 Highway 153,SC,34.80149148,-82.51188388
390,LPG,1375 E Highway 166,GA,33.560932,-85.225441
391,LPG,2876 W Point Rd,GA,33.01729,-85.098307
392,LPG,3075 W Michigan Ave,FL,30.460683,-87.295092
393,LPG,920 Dale Rd,AL,31.881609,-85.152382
394,LPG,305 N Schillinger Rd,AL,30.697377,-88.22662
395,LPG,1121 Highway 19 E,TN,36.3486529,-82.2143018
396,LPG,26136 Highway 27,MS,32.005806,-90.342199
397,LPG,303 N Main St,MO,37.093069,-94.512863
398,LPG,2837 Roe Ln,KS,39.050218,-94.640583
399,LPG,115 Livingston St,NE,40.285106,-96.535164
400,LPG,1817 River Rd,AR,34.763224,-92.289345
401,LPG,1701 109th St,TX,32.77585,-97.053607
402,LPG,1955 SE Military Dr,TX,29.3522,-98.464639
403,LPG,3821 Veterans Blvd,TX,29.410891,-100.904233
404,LPG,916 W Wilks St,TX,35.526296,-100.972708
405,LPG,5725 W 11th Ave,CO,39.735897,-105.060692
406,LPG,534 Grand Ave,ID,43.631949,-113.30613
407,LPG,17117 S Broadway St,CA,33.875777,-118.278709
408,LPG,535 S Melrose Ave,CA,33.865219,-117.875765
409,LPG,46151 N Sierra Hwy,CA,34.721923,-118.140984
410,LPG,41441 Highway 41,CA,37.350869,-119.641645
411,LPG,2874 S Cherry Ave,CA,36.696968,-119.783754
412,LPG,3105 Monterey Hwy,CA,37.286649,-121.844374
413,LPG,12820 34th Ave NE,WA,48.111625,-122.186364
414,LPG,4955 Appalachian Hwy,GA,34.876234,-84.309163
415,LPG,131 W Church St,SC,33.914126,-81.5314408
416,LPG,400 N Old Dixie Hwy,FL,26.93799599,-80.09421653
417,LPG,5923 W Imlay City Rd,MI,43.050163,-83.111736
418,LPG,"4179 Alyssa Court SW, Suite A",IA,41.62969181,-91.57215078
419,LPG,6335 Merchant St,MN,46.18898886,-92.7807639
420,LPG,840 E Main St,MN,44.623582,-93.753637
421,LPG,615 Minnie Ave,ND,47.154867,-100.79075
422,LPG,10522 N 2nd St,IL,42.371222,-89.032441
423,LPG,4201 N Baltimore St,MO,40.241788,-92.585086
424,LPG,2618 Central Dr,KS,38.998584,-96.865395
425,LPG,1580 Highway K25,KS,39.347914,-101.055265
426,LPG,105 E Millard St,NE,41.2164371,-97.83636599
427,LPG,7401 Broadway Extension Hwy,OK,35.5468031,-97.5147226
428,LPG,13823 Packard St,TX,29.85035,-95.52508
429,LPG,209 S Grand Ave,NM,35.582444,-105.218364
430,LPG,447 E Main St,AZ,34.13307942,-109.2807489
431,LPG,Highway 60 W,NM,34.34325821,-108.5081267
432,LPG,2091 Highway 70 E,NM,33.3264625,-105.6196533
433,LPG,1766 Main St,CA,40.71896,-122.928227
434,LPG,5639 Barrett Rd,WA,48.845847,-122.574109
435,LPG,16510 Highway 9 SE,WA,47.847339,-122.119043
436,LPG,780 Highway 395 N,WA,48.608837,-118.031363
437,LPG,411 N Havana St,WA,47.661336,-117.347683
438,LPG,2835 Plum Lake Dr,WI,45.984409,-89.529054
439,LPG,700 N Montana St,MT,45.228358,-112.62784
440,LPG,1207 Water St,NV,40.835661,-115.752194
441,LPG,1750 E Centre St,SD,44.077086,-103.183857
442,LPG,854 Brazeau Ave,WI,44.8969806,-87.88160905
443,LPG,543 W Main St,IL,39.279495,-89.888411
444,LPG,19363 KS-18,KS,39.118833,-98.693971
445,LPG,1001 Edinger Ave,CA,33.726848,-117.833643
446,LPG,1420 W Main St,UT,41.711475,-112.187957
447,LPG,1384 NE Highway 99 W,OR,45.225424,-123.184738
448,LPG,10515 KS-59,KS,37.522545,-95.270816
449,LPG,110 Elm St,KS,39.812503,-98.56008
450,LPG,707 N First St,KS,39.449274,-98.695114
451,LPG,2918 W US Highway 2,MI,45.9914557,-86.0175803
452,LPG,422 W Main St,MI,44.98232335,-85.71974566
453,LPG,2535 S Van Dyke Rd,MI,43.341221,-83.08423
